Name,Category,Rating,ReviewsCount,Phone,Address,Website,GoogleMapsURL,Description,SourceFile
"Dr. Elizabeth Sahlie, MD",Pediatrician,4.3,7,,6.1 mi · 832 Princeton Ave SW # 300,"https://www.google.com/maps/dir//Dr.+Elizabeth+Sahlie,+MD,+832+Princeton+Ave+SW+%23+300,+Birmingham,+AL+35211/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891c2353baef7f:0xf8c0b706971d613a?sa=X&ved=1t:57443&ictx=111",,,google (4).csv
Elizabeth Ann Beierle Chen,Pediatric surgeon,5.0,1,,1600 7th Ave S,,,,google (4).csv
Pediatric endocrine,Pediatric endocrinologist,5.0,1,,3.7 mi · 1601 4th Ave S,"https://www.google.com/maps/dir//Pediatric+endocrine,+1601+4th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0x504886dab2f9f7?sa=X&ved=1t:57443&ictx=111",,,google (4).csv
Madeline Eckenrode,Pediatrician,5.0,1,,500 22nd St S,,https://providerdirectory.uabmedicine.org/provider/madeline-eckenrode/572984,"""If I am not able to get into the office, we have a video appointment.""",google (4).csv
"Dr. Elizabeth C. Benton, MD",Pediatrician,,,,2.5 mi · 1601 4th Ave S,"https://www.google.com/maps/dir//Dr.+Elizabeth+C.+Benton,+MD,+1601+4th+Ave+S,+Birmingham,+AL+35210/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bec633646e9:0x6c6c77560aeb715?sa=X&ved=1t:57443&ictx=111",,,google (4).csv
"Dr. Stephenie B. Wallace, MD",Pediatrician,,,,3.7 mi · 1600 7th Ave S,"https://www.google.com/maps/dir//Dr.+Stephenie+B.+Wallace,+MD,+1600+7th+Ave+S,+Birmingham,+AL+35294/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0x3a9baec7d1db2587?sa=X&ved=1t:57443&ictx=111",http://www.uab.edu/medicine/home/,,google (4).csv
"Dr. Lauree Jones, MD",Pediatrician,5.0,1,,3.9 mi · 1400 4th Ave S,"https://www.google.com/maps/dir//Dr.+Lauree+Jones,+MD,+1400+4th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bedb822ecdd:0x5a657af0d04512ce?sa=X&ved=1t:57443&ictx=111",,"""Dr. Lauren is so dedicated, has a lot patience and is very knowledgeable!""",google (4).csv
"Dr. Julie M. Dennis, MD",Pediatrician,,,,4.2 mi · 3300 Cahaba Rd,"https://www.google.com/maps/dir//Dr.+Julie+M.+Dennis,+MD,+3300+Cahaba+Rd,+Birmingham,+AL+35223/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919928392f955:0xb0a148d6c17dad1f?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/provider/julie-dennis-md,,google (4).csv
McCown Andrew MD,Pediatrician,5.0,1,,"12.0 mi · Hoover, AL","https://www.google.com/maps/dir//McCown+Andrew+MD,+5000+Southlake+Park+%23250,+Hoover,+AL+35244/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888922bd8c748ab7:0xf90996755d25c3e8?sa=X&ved=1t:57443&ictx=111",http://www.slpeds.net/,,google (4).csv
Stacy Tanaka,Pediatric urologist,5.0,3,,3.3 mi · 2000 6th Ave S,"https://www.google.com/maps/dir//Stacy+Tanaka,+2000+6th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc068144015:0xc1dd1333d13a87f4?sa=X&ved=1t:57443&ictx=111",https://providerdirectory.uabmedicine.org/provider/stacy-tanaka/2024249,,google (4).csv
Neonatology Associates: Oliver Rees MD,Pediatrician,5.0,2,,3.2 mi · 500 22nd St S #300,"https://www.google.com/maps/dir//Neonatology+Associates:+Oliver+Rees+MD,+500+22nd+St+S+%23300,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bbf63753e63:0xf016466caccb97eb?sa=X&ved=1t:57443&ictx=111",,,google (4).csv
Children's of Alabama - Pediatric Simulation Center,Pediatrician,3.8,8,,3.7 mi · 1600 7th Avenue South McWane Building 306,"https://www.google.com/maps/dir//Children's+of+Alabama+-+Pediatric+Simulation+Center,+1600+7th+Avenue+South+McWane+Building+306,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bebd761e2a5:0xad37db9c99c2206d?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/PediatricSimulationCenter,"""They informed us of procedures and assessments throughly.""",google (4).csv
"Children's of Alabama - Pediatric Allergy, Asthma and Immunology",Pediatrician,3.2,6,,"3.7 mi · Children's Park Place, 1600 5th Ave S","https://www.google.com/maps/dir//Children's+of+Alabama+-+Pediatric+Allergy,+Asthma+and+Immunology,+Children's+Park+Place,+1600+5th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bec7b965805:0x135e64b627b926a3?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/allergy-immunology,"""Just because they work here doesn’t mean they know everything!""",google (4).csv
"J. Scott Doyle, MD",Pediatrician,5.0,6,,3.7 mi · 1600 7th Ave S,"https://www.google.com/maps/dir//J.+Scott+Doyle,+MD,+1600+7th+Ave+S,+Birmingham,+AL+35294/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0xa4c3d34e0ad2a09e?sa=X&ved=1t:57443&ictx=111",http://www.childrensal.org/dr-scott-doyle-md-orthopaedics,"""Incredible people""",google (4).csv
Children's of Alabama - Pediatric Urology,Urology clinic,3.4,5,,3.7 mi · 1600 7th Ave S,"https://www.google.com/maps/dir//Children's+of+Alabama+-+Pediatric+Urology,+1600+7th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891b2fc79243d9:0x962e5c711e96558e?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/Urology,"""super nice and understanding;""",google (4).csv
General Pediatrics,Pediatrician,,,,3.7 mi · 1600 7th Ave S,"https://www.google.com/maps/dir//General+Pediatrics,+1600+7th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0x99006e966eff111e?sa=X&ved=1t:57443&ictx=111",http://childrensal.org/,,google (4).csv
"Dr. Lee M. Hilliard, MD",Pediatric oncologist,5.0,4,,3.7 mi · 1600 7th Ave S #600ACC,"https://www.google.com/maps/dir//Dr.+Lee+M.+Hilliard,+MD,+1600+7th+Ave+S+%23600ACC,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0x2e1d8cac9f551a16?sa=X&ved=1t:57443&ictx=111",,"""Very informative""",google (4).csv
"Delinda A. Davis, M.D.",Pediatrician,5.0,1,,8.8 mi · 3729 Mary Taylor Rd #95,"https://www.google.com/maps/dir//Delinda+A.+Davis,+M.D.,+3729+Mary+Taylor+Rd+%2395,+Birmingham,+AL+35235/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88890dae6fe25745:0xa1fce63b223744e4?sa=X&ved=1t:57443&ictx=111",http://totsnteenspediatrics.com/,,google (4).csv
Dr. Peter Weiser,Pediatric rheumatologist,5.0,9,,3.7 mi · 1601 4th Ave S Suite 210,"https://www.google.com/maps/dir//Dr.+Peter+Weiser,+1601+4th+Ave+S+Suite+210,+Birmingham,+AL+35294/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be9682500d9:0xfbdd104f7152d885?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/provider/peter-weiser-md,"""He put my nervous teen at ease while being incredibly thorough.""",google (4).csv
"Dr. Laura A. Burns, MD",Pediatrician,,,,4.1 mi · 601 West Blvd,,"https://www.google.com/maps/dir//Dr.+Laura+A.+Burns,+MD,+601+West+Blvd,+Birmingham,+AL+35206/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88890f9857497027:0x55c520f04edac357?sa=X&ved=1t:57443&ictx=111",,google (5).csv
Dr. Austin Kane,Pediatric cardiologist,5.0,2,,3.3 mi · 2000 6th Ave S,https://www.uab.edu/medicine/peds/faculty/kane-austin,"https://www.google.com/maps/dir//Dr.+Austin+Kane,+2000+6th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc068144015:0x6f4ff88f59516953?sa=X&ved=1t:57443&ictx=111","""Cares about any concern or questions you may have!""",google (5).csv
"Dr. Hussein D. Abdul-Latif, MD",Pediatric endocrinologist,4.5,8,,3.7 mi · 1600 7th Ave S,https://www.childrensal.org/provider/hussein-d-abdul-latif-md,"https://www.google.com/maps/dir//Dr.+Hussein+D.+Abdul-Latif,+MD,+1600+7th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0x8d2073652dede481?sa=X&ved=1t:57443&ictx=111","""The best endocrinologist hands down for children!""",google (5).csv
"Jennifer Davidson, MD",Pediatric ophthalmologist,5.0,105,,3.8 mi · 1600 7th Ave S Lowder Bldg. 412,https://www.aoapc.com/physicians-jennifer-davidson.shtml,"https://www.google.com/maps/dir//Jennifer+Davidson,+MD,+1600+7th+Ave+S+Lowder+Bldg.+412,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc3a8100001:0xf194878728dace66?sa=X&ved=1t:57443&ictx=111","""Exceptional care and a very well examination completed on my son!""",google (5).csv
"Dr. Joycelyn A. Atchison, MD",Pediatrician,,,,2.5 mi · 1601 4th Ave S,,"https://www.google.com/maps/dir//Dr.+Joycelyn+A.+Atchison,+MD,+1601+4th+Ave+S,+Birmingham,+AL+35210/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bec633646e9:0x689b0509168f6db9?sa=X&ved=1t:57443&ictx=111",,google (5).csv
Mary Scott,Pediatric endocrinologist,5.0,1,,1600 7th Ave S,https://providerdirectory.uabmedicine.org/provider/mary-scott/569839,,,google (5).csv
"Tina Simpson, MD, MPH",Pediatrician,,,,3.7 mi · 1600 7th Ave S #310,http://www.childrensal.org/,"https://www.google.com/maps/dir//Tina+Simpson,+MD,+MPH,+1600+7th+Ave+S+%23310,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0x3a02943a08bd6569?sa=X&ved=1t:57443&ictx=111",,google (5).csv
Children's Hospital Midtown: Bolus Teresa J MD,Pediatrician,4.0,1,,"3.9 mi · Children's Midtown Center, 1400 4th Ave S",,"https://www.google.com/maps/dir//Children's+Hospital+Midtown:+Bolus+Teresa+J+MD,+Children's+Midtown+Center,+1400+4th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bedb822ecdd:0xdfec8c03eba871b1?sa=X&ved=1t:57443&ictx=111",,google (5).csv
"Dr. Susan I. Buckingham, MD",Pediatrician,5.0,1,,12.4 mi · 1400 6th Ave,,"https://www.google.com/maps/dir//Dr.+Susan+I.+Buckingham,+MD,+1400+6th+Ave,+Birmingham,+AL+35228/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8888e10617cc15f1:0xa5c52490d767fba?sa=X&ved=1t:57443&ictx=111",,google (5).csv
"Dr. Patricia M. Perry, MD",Pediatrician,,,,3.3 mi · 2000 6th Ave S,http://providerdirectory.uabmedicine.org/,"https://www.google.com/maps/dir//Dr.+Patricia+M.+Perry,+MD,+2000+6th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc05c73d2fb:0x19208ed66d23a6c2?sa=X&ved=1t:57443&ictx=111",,google (5).csv
"Dr. Hector H. Gutierrez, MD",Pediatrician,,,,8.4 mi · 1940 Elmer J Bissell Rd,,"https://www.google.com/maps/dir//Dr.+Hector+H.+Gutierrez,+MD,+1940+Elmer+J+Bissell+Rd,+Birmingham,+AL+35243/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889186cb000e041:0x4543416704c1b64?sa=X&ved=1t:57443&ictx=111",,google (5).csv
"Margaret Winkler, MD",Medical office,,,,12.0 mi · 5000 Southlake Park #250,http://www.slpeds.net/,"https://www.google.com/maps/dir//Margaret+Winkler,+MD,+5000+Southlake+Park+%23250,+Birmingham,+AL+35244/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888923a48bd645bb:0x16ce8425cb70ae67?sa=X&ved=1t:57443&ictx=111",,google (5).csv
UAB Pediatric Surgery: Chen Mike K MD,Pediatric surgeon,5.0,1,,3.7 mi · 1600 7th Ave S Acc300,,"https://www.google.com/maps/dir//UAB+Pediatric+Surgery:+Chen+Mike+K+MD,+1600+7th+Ave+S+Acc300,+Birmingham,+AL+35294/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0x46f989a2a19d1591?sa=X&ved=1t:57443&ictx=111","""Wonderful doctor I would recommend him too any""",google (5).csv
"Dr. Janie S. Stagner, MD",Pediatrician,,,,4.6 mi · 3401 Independence Dr,,"https://www.google.com/maps/dir//Dr.+Janie+S.+Stagner,+MD,+3401+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889197717a0aa61:0x8ae0d2336e397048?sa=X&ved=1t:57443&ictx=111",,google (5).csv
Pediatric Dental Associates Birmingham,Pediatric dentist,4.9,902,,3.0 mi · 2320 7th Ave S,http://www.pediatricdentalassociatesal.com/,"https://www.google.com/maps/dir//Pediatric+Dental+Associates+Birmingham,+2320+7th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bdd523a772d:0x1dd7a083106e8c95?sa=X&ved=1t:57443&ictx=111","""The staff is very professional and very patient with my child.""",google (5).csv
Greenvale Pediatrics - Alabaster,Pediatrician,2.8,129,,"19.5 mi · Alabaster, AL",https://www.childrensal.org/greenvale-pediatrics,"https://www.google.com/maps/dir//Greenvale+Pediatrics+-+Alabaster,+1022+1st+St+N+%23102,+Alabaster,+AL+35007/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8888e6a318cf5111:0xd7383e07367f59ef?sa=X&ved=1t:57443&ictx=111","""Nurses are very friendly and my kids are always handled with care.""",google (5).csv
Dr. Susan Powell,Pediatrician,,,,1600 7th Ave S,,,,google (5).csv
"Dr. Amy W. Boyd, MD",Pediatrician,,,,"619 19th Street South, Birmingham, AL 35249",,,,google (5).csv
Theos Amy J MD,Pediatrician,5.0,4,,"3.5 mi · The USPS does not believe there is a, 1802 6th Ave S",,"https://www.google.com/maps/dir//Theos+Amy+J+MD,+The+USPS+does+not+believe+there+is+a,+1802+6th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bea45fca87f:0xba6fe7e70b92a34c?sa=X&ved=1t:57443&ictx=111",,google (5).csv
"Dr. Matthew L. Stoll, MD",Pediatric rheumatologist,5.0,3,,3.7 mi · 1600 7th Ave S,,"https://www.google.com/maps/dir//Dr.+Matthew+L.+Stoll,+MD,+1600+7th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0xa12ff087a04a90bd?sa=X&ved=1t:57443&ictx=111","""He's one to dot all his i's and cross every t.""",google (5).csv
Liberty Mountain Pediatrics,Pediatrician,4.9,98,(205) 709-1650,·,"https://www.google.com/maps/dir//Liberty+Mountain+Pediatrics,+4600+US-280+%23103,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888917f1f7441c8d:0xbee7ba55f5d9f8a0?sa=X&ved=1t:57443&ictx=111",http://www.libertymountainpediatrics.com/,"""So kind, great listeners, very warm and welcoming, and my son loves them.""",google (6).csv
"Anne W. Byars, MD",Pediatrician,4.9,28,(205) 709-1650,·,"https://www.google.com/maps/dir//Anne+W.+Byars,+MD,+4600+US-280,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888922bd8ed41bb3:0x8104130ef141d67?sa=X&ved=1t:57443&ictx=111",https://www.libertymountainpediatrics.com/,"""She has a great Bedside manner & treats our girls and family well.""",google (6).csv
Summit Pediatrics-Valleydale Rd,Pediatrician,5.0,10,(205) 637-0044,·,"https://www.google.com/maps/dir//Summit+Pediatrics-Valleydale+Rd,+1200+Providence+Park+%23+100,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88893d150a5ba7f7:0xbcfa7f27aebd1256?sa=X&ved=1t:57443&ictx=111",http://www.sylacaugapediatrics.com/,"""Dr. R was great and very thorough, even with my special needs daughter.""",google (6).csv
Acton Road Pediatrics,Pediatrician,4.2,34,(205) 978-8245,·,"https://www.google.com/maps/dir//Acton+Road+Pediatrics,+2409+Acton+Rd+%23171,+Birmingham,+AL+35243/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889186d1b3162c3:0x5ca04d2a67afdda1?sa=X&ved=1t:57443&ictx=111",https://www.actonrdpeds.com/?utm_source=GMBlisting&utm_medium=organic,"""Dr. Frees is thorough, extremely knowledgeable, and so great with our kids.""",google (6).csv
Greenvale Pediatrics - Brook Highland,Medical clinic,3.6,46,(205) 995-1004,·,"https://www.google.com/maps/dir//Greenvale+Pediatrics+-+Brook+Highland,+101+Eagle+Ridge+Dr,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891643f89c7c7d:0xa555f1c6c8bfb0a3?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/greenvale-pediatrics,"""Great with kids, excellent quality of care and thoroughness.""",google (6).csv
Metro Pediatrics,Child health care center,4.6,55,(205) 941-1414,·,"https://www.google.com/maps/dir//Metro+Pediatrics,+401+Valley+Ave,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889194cef1df0d3:0x898ede5f2b023eca?sa=X&ved=1t:57443&ictx=111",https://www.metropeds.org/,"""Dr. Dawkins, and his staff are very Knowledgeable and Caring.""",google (6).csv
"Southlake Pediatrics, Inc.",Pediatrician,4.2,35,(205) 982-2500,·,"https://www.google.com/maps/dir//Southlake+Pediatrics,+Inc.,+5000+Southlake+Park+%23250,+Birmingham,+AL+35244/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891ab800d5c26f:0x2c6c43c29c4ec1f4?sa=X&ved=1t:57443&ictx=111",http://www.slpeds.net/,"""FANTASTIC  office and STELLAR patient care!""",google (6).csv
Pediatric Care of Chelsea,Pediatrician,4.8,112,(205) 800-8713,·,"https://www.google.com/maps/dir//Pediatric+Care+of+Chelsea,+15582+US-280+Suite+110,+Chelsea,+AL+35043/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88893f5d575fcb2b:0xe595c0139a06670f?sa=X&ved=1t:57443&ictx=111",https://www.pediatriccarechelsea.com/?utm_source=gmb_auth,"""Very knowledgeable and able to take care of the needs of my children.""",google (6).csv
"Comprehensive Pediatrics and Internal Medicine: Marquisha Moore Jarmon, MD",Pediatrician,4.2,77,(205) 855-0357,·,"https://www.google.com/maps/dir//Comprehensive+Pediatrics+and+Internal+Medicine:+Marquisha+Moore+Jarmon,+MD,+430+Emery+Dr+Suite+200,+Hoover,+AL+35244/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88892181515abf21:0xd0a8f8ddc333035?sa=X&ved=1t:57443&ictx=111",https://www.cpimalabama.com/,"""She genuinely cares about her patients and provides the best of care.""",google (6).csv
Vestavia Pediatrics,Medical clinic,3.4,65,(205) 978-3200,·,"https://www.google.com/maps/dir//Vestavia+Pediatrics,+1936+Old+Orchard+Rd,+Vestavia+Hills,+AL+35216/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888918fd3e3b6a83:0xc295c89d95556506?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/vestavia-pediatrics,"""He is very patient, kind and takes time to answer questions.""",google (6).csv
"Pathway Pediatrics, Inc",Child health care center,4.4,63,(205) 678-1286,·,"https://www.google.com/maps/dir//Pathway+Pediatrics,+Inc,+398+Chesser+Dr+%237,+Chelsea,+AL+35043/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88893e58b3f543c1:0x9b20d78f6209df0d?sa=X&ved=1t:57443&ictx=111",http://www.pathwaypeds.com/,"""She was very interactive with my daughter and listened to my concerns.""",google (6).csv
Regimen Pediatric Healthcare,Pediatric clinic,4.7,64,(205) 419-7376,·,"https://www.google.com/maps/dir//Regimen+Pediatric+Healthcare,+600+Vestavia+Pkwy+%23+251,+Vestavia+Hills,+AL+35216/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x6cbfdee0b0aed981:0x29b7bff80ce04fc5?sa=X&ved=1t:57443&ictx=111",https://regimenpediatric.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4670289560324190239,"""Gives resources and recommendations for following up after diagnosis.""",google (6).csv
Summit Pediatrics,Medical clinic,3.8,62,(205) 678-0861,·,"https://www.google.com/maps/dir//Summit+Pediatrics,+134+Foothills+Pkwy,+Chelsea,+AL+35043/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88893e58f0f5242d:0xc101929015433a99?sa=X&ved=1t:57443&ictx=111",https://www.sylacaugapediatrics.com/,"""Very friendly, amazing Drs and Nurse Practitioners.""",google (6).csv
"Dr. Lillian L. Israel, MD",Pediatrician,5.0,1,(205) 978-8245,·,"https://www.google.com/maps/dir//Dr.+Lillian+L.+Israel,+MD,+2409+Acton+Rd+%23171,+Vestavia+Hills,+AL+35243/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889186d1b3162c3:0xf7aa3706b4929969?sa=X&ved=1t:57443&ictx=111",https://weence.com/medical/doctors/birmingham/dr-lillian-l-israel-md/,,google (7).csv
McCown Andrew MD,Pediatrician,5.0,1,(205) 982-2500,·,"https://www.google.com/maps/dir//McCown+Andrew+MD,+5000+Southlake+Park+%23250,+Hoover,+AL+35244/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888922bd8c748ab7:0xf90996755d25c3e8?sa=X&ved=1t:57443&ictx=111",http://www.slpeds.net/,,google (7).csv
ENT for Kids Alabama: Peyton Shirley MD,Otolaryngologist,4.5,59,(205) 874-9436,·,"https://www.google.com/maps/dir//ENT+for+Kids+Alabama:+Peyton+Shirley+MD,+5406+US-280+Suite+A101,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889186cb000e041:0x3a4fcf79db0c1b0e?sa=X&ved=1t:57443&ictx=111",http://www.entforkidsalabama.com/,"""Clean office, friendly team, caring doctor, hard to beat!""",google (7).csv
"Margaret Winkler, MD",Medical office,,,(205) 982-2500,·,"https://www.google.com/maps/dir//Margaret+Winkler,+MD,+5000+Southlake+Park+%23250,+Birmingham,+AL+35244/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888923a48bd645bb:0x16ce8425cb70ae67?sa=X&ved=1t:57443&ictx=111",http://www.slpeds.net/,,google (7).csv
"Dr. John D. Simpson, MD",Pediatrician,4.3,3,(205) 978-3200,·,"https://www.google.com/maps/dir//Dr.+John+D.+Simpson,+MD,+1936+Old+Orchard+Rd,+Vestavia+Hills,+AL+35216/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888918fd3fcb4eed:0x192ba4302a672f2?sa=X&ved=1t:57443&ictx=111",,"""Excellent care""",google (7).csv
Greenvale Pediatrics: Anderson Toren MD,Pediatrician,5.0,1,(205) 995-1004,·,"https://www.google.com/maps/dir//Greenvale+Pediatrics:+Anderson+Toren+MD,+101+Eagle+Ridge+Dr,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891643f89c7c7d:0x7bef0f7f7eaf282a?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/location/greenvale-pediatrics-hoover,,google (7).csv
Oak Mountain Pediatric Dentistry,Pediatric dentist,5.0,1.1K,(205) 980-1338,·,"https://www.google.com/maps/dir//Oak+Mountain+Pediatric+Dentistry,+6930+Cahaba+Valley+Rd+%23200,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889166cd5e85745:0xcbd2cf7d4b27ef82?sa=X&ved=1t:57443&ictx=111",http://www.ompediatricdentistry.com/,"""The quality of care is unlike anything we’ve ever experienced for our kids.""",google (7).csv
"Dr. Joseph L. Hamm, MD",Pediatrician,5.0,1,(205) 978-3200,·,"https://www.google.com/maps/dir//Dr.+Joseph+L.+Hamm,+MD,+1936+Old+Orchard+Rd,+Vestavia+Hills,+AL+35216/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888918fd3fcb4eed:0x3cd0e6f5988e6c88?sa=X&ved=1t:57443&ictx=111",http://www.childrensal.org/,,google (7).csv
"Jamie Odrezin, MD",Pediatrician,5.0,4,(205) 995-1004,·,"https://www.google.com/maps/dir//Jamie+Odrezin,+MD,+101+Eagle+Ridge+Dr,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891643f89c7c7d:0x42d4d44bf19eafe3?sa=X&ved=1t:57443&ictx=111",http://www.childrensal.org/,,google (7).csv
Mcmillian Kelly L MD,Pediatrician,5.0,1,(205) 995-1004,·,"https://www.google.com/maps/dir//Mcmillian+Kelly+L+MD,+101+Eagle+Ridge+Dr,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891643f89c7c7d:0x73f9f244663dea42?sa=X&ved=1t:57443&ictx=111",http://www.childrensal.org/,,google (7).csv
"Edward L. Goldblatt, MD",Pediatrician,,,(205) 982-2500,·,"https://www.google.com/maps/dir//Edward+L.+Goldblatt,+MD,+5000+Southlake+Park+%23250,+Birmingham,+AL+35244/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888922fb25b767cf:0x2029ff77421ae0d6?sa=X&ved=1t:57443&ictx=111",http://www.slpeds.net/,,google (7).csv
Dr. Elizabeth Luke,Pediatrician,,,,4.2 mi · 3300 Cahaba Rd Suite 102,http://www.childrensal.org/dr-elizabeth-w-luke-md-pediatrics,"https://www.google.com/maps/dir//Dr.+Elizabeth+Luke,+3300+Cahaba+Rd+Suite+102,+Birmingham,+AL+35223/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889199261553d4d:0x25c5ad4fa3ec48a?sa=X&ved=1t:57443&ictx=111",,google (8).csv
"Dr. Richard D. Stone, MD",Pediatrician,5.0,1,,"6.8 mi · Vestavia Hills, AL",https://www.childrensal.org/provider/richard-stone-md,"https://www.google.com/maps/dir//Dr.+Richard+D.+Stone,+MD,+1936+Old+Orchard+Rd,+Vestavia+Hills,+AL+35216/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888918fd3fcb4eed:0xa121682e9d988567?sa=X&ved=1t:57443&ictx=111",,google (8).csv
Greenvale Pediatrics: Glasgow R David MD,Pediatrician,5.0,1,,8.5 mi · 101 Eagle Ridge Dr,https://www.childrensal.org/greenvale-pediatrics,"https://www.google.com/maps/dir//Greenvale+Pediatrics:+Glasgow+R+David+MD,+101+Eagle+Ridge+Dr,+Birmingham,+AL+35242/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891643f89c7c7d:0x84ccc6cf37f3a62?sa=X&ved=1t:57443&ictx=111",,google (8).csv
